Date,Category,Amount,Payment Method,Merchant,Location,Income/Expense,User ID,Transaction ID,Account Balance,Currency,Transaction Time,Day of Week
2022-07-29,Shopping,29518.9,Debit Card,Amazon,Bengaluru,Expense,82e48702-8f9e-4e20-ad63-b15ce19545c1,1fdf82fe-954b-4403-9bf2-8779f0ae5430,282158.94,INR,15:06:50,Friday
2021-05-19,Dining,44436.1,Credit Card,Zomato,Chennai,Expense,e2411398-b1a0-4656-b9b1-0742a92a39b1,db98af82-7723-4709-9529-5f7388cca2e0,238802.52,INR,05:19:44,Tuesday
2023-05-26,Education,41903.0,Net Banking,BookMyShow,Pune,Expense,05f561be-6c68-49e5-bafc-f83255d2fe6a,ab52afdf-797c-4ebf-af26-41ac25bc5126,36299.93,INR,03:35:30,Monday
2022-08-15,Utilities,49001.78,Debit Card,Uber,Pune,Expense,bb1e7a47-5edb-4c41-96c4-236e02f12d79,513480a5-8a47-4154-b50e-adf7b46ba5b2,97939.98,INR,21:09:22,Wednesday
2020-11-10,Shopping,26552.9,Debit Card,Big Bazaar,Kolkata,Income,237f3c4c-f984-47eb-8bb4-999bc129e218,3b7ade27-0acf-4f0f-a657-24e0dc571b51,112828.95,INR,17:09:43,Saturday
2022-08-14,Entertainment,9490.45,UPI,Amazon,Kolkata,Expense,9bb5be55-24e0-47a9-9925-c4e49279ac2c,e34fdd93-8b21-4d04-942f-c68cd0dd20f3,244167.97,INR,04:45:51,Monday
2023-02-22,Dining,4384.7,Debit Card,Swiggy,Pune,Income,18109397-fa9a-4c0e-962f-2d90c9295c02,a2414ab3-5d06-4516-8609-0e1699356e82,140989.38,INR,01:15:46,Wednesday
2021-07-13,Dining,30998.8,Cash,Flipkart,Delhi,Income,4e297ac0-5bdf-4cc8-83fd-339fe182b2a3,fd32f36b-c08e-445e-9eca-d49ecb2befcf,484313.64,INR,07:53:29,Wednesday
2023-04-09,Education,1504.31,UPI,BookMyShow,Hyderabad,Expense,66c4262d-d881-4bff-bc1f-9adf72c6b404,78ef8152-0333-4f8a-8ded-27b84c001943,66338.11,INR,16:04:52,Sunday
2021-12-11,Groceries,43130.46,Net Banking,BookMyShow,Bengaluru,Income,710684ae-ddb1-4f07-80ff-3228856beec4,737aa3c4-0984-41a9-aae2-537a49951353,12997.95,INR,07:53:50,Monday
2020-05-02,Entertainment,38586.35,Credit Card,Big Bazaar,Pune,Income,278b967f-58ad-4408-8f23-594e039c214b,75da64cf-59af-4e8c-b24f-05713ed52e23,246225.39,INR,20:04:01,Wednesday
2020-06-10,Education,41216.51,Cash,Swiggy,Bengaluru,Expense,1fdb1cea-4776-4e39-b024-be17eb591898,f63310c9-402a-4780-b5e2-6637ad3b3f5e,313993.54,INR,04:01:07,Sunday
2024-04-10,Shopping,23135.94,Cash,Flipkart,Bengaluru,Income,e3b5dbda-2962-4b91-b8f1-04f7ad1e212a,7612404b-6320-45b7-a744-37362ce74002,281396.03,INR,11:02:29,Monday
2023-03-28,Transportation,25834.7,Debit Card,Zomato,Pune,Income,39cfb856-a663-4b32-8559-ccd7053b7672,2d3c2c69-91d9-4628-a922-168dc6c7a7da,384596.03,INR,16:15:37,Tuesday
2022-09-02,Groceries,14695.56,Credit Card,Swiggy,Hyderabad,Expense,ca99922b-2870-479c-8e43-3e9ce3b00548,d55befe6-c889-4eee-86de-0a5bde3e0307,479097.76,INR,19:53:47,Friday
2021-08-13,Health,41054.43,Debit Card,Big Bazaar,Ahmedabad,Expense,a4489ea1-7669-4dae-92f0-f61f4a79f0ce,9580c5f2-818c-4f47-9112-3f769ac24b97,496414.14,INR,03:50:26,Saturday
2020-02-01,Education,15123.58,UPI,BookMyShow,Bengaluru,Expense,e380d6fd-86e3-4cfa-801b-037e2c07eb0b,5f850c0a-6c47-4e7d-b511-acba174926b6,323831.54,INR,05:55:47,Wednesday
2022-07-16,Shopping,20512.17,Debit Card,Amazon,Kolkata,Income,12cd02f5-0d97-4785-8bc3-bd3906d1da0b,437d15bd-9b8b-47d9-a758-94b15a79feb8,232331.45,INR,09:55:10,Tuesday
2021-06-29,Groceries,28847.7,Net Banking,Zomato,Delhi,Income,2da9ea3c-835b-43ec-9d47-e79b6218728d,8e5c904f-07de-4958-b7b8-91cbe366376a,494827.99,INR,22:11:51,Monday
2021-12-26,Dining,2921.79,Credit Card,BookMyShow,Chennai,Income,afaec6fe-33b8-4547-aa41-ff04f89928cf,1edc344f-aff7-419c-af2c-e4f8381f763f,213618.98,INR,17:18:08,Thursday
2021-05-04,Entertainment,4934.82,Cash,Flipkart,Ahmedabad,Income,c423d8ba-c3e6-4382-a06c-27343824a667,c42a9255-1083-42e0-b96a-ddd892e3f585,198116.37,INR,01:46:03,Monday
2020-01-23,Education,26367.02,Cash,Uber,Delhi,Expense,fe1be831-b777-46d9-a955-ba5f9b7c7734,a059d60b-d72f-445d-bb6c-d1cb878f052f,25941.98,INR,07:43:53,Friday
2024-07-12,Shopping,40290.45,UPI,Swiggy,Kolkata,Income,b442f2a3-65c3-4a73-b8bf-26098b7e19ab,cb896db1-bfab-490f-8a9b-d544c88ce936,427133.19,INR,07:57:22,Wednesday
2020-12-08,Dining,6055.23,Cash,Flipkart,Pune,Expense,b1be1781-f0ac-4de3-88c6-4ead8bbebb31,919cf5ea-67bb-4839-90e7-2653f6cb6fe5,420392.13,INR,14:23:48,Friday
2023-11-22,Entertainment,6215.41,Cash,Big Bazaar,Pune,Expense,af3b37dc-5671-4ca3-9d74-dab0315ec666,9c21ff87-fe25-4d1f-b2b8-9db8f4b30f8b,443845.72,INR,03:47:55,Friday
2021-10-24,Dining,24329.29,Net Banking,Swiggy,Hyderabad,Expense,17a375e2-499a-4225-9c09-f364451ba18d,cbded8b9-0a18-4e7f-bf5f-88a37745ace7,448993.36,INR,08:07:28,Sunday
2022-09-02,Transportation,26218.48,UPI,Amazon,Kolkata,Income,3d4dd701-b8ac-46bd-9f46-71a80a6f592e,ed52235d-cf97-4195-8baf-e6a930c9b7da,394745.1,INR,10:57:26,Saturday
2023-05-20,Utilities,22113.17,UPI,Big Bazaar,Kolkata,Income,9f42a3c6-dccb-47fb-aa9a-83012c98038d,172e5ce5-51ae-43d3-86c5-585708194237,187350.5,INR,22:26:44,Friday
2021-05-11,Utilities,32154.45,Cash,Amazon,Ahmedabad,Expense,fe08e737-9563-44f5-a05d-a9d14d1f8dfd,eae97690-dba4-490b-aa2d-b69f464116e3,153828.19,INR,15:09:03,Sunday
2021-04-13,Entertainment,28563.48,Net Banking,Zomato,Mumbai,Income,a20e0c56-458f-4927-a1a7-0cbb61125c8c,1389a135-dcc7-4169-ac39-2c4a18875bea,42228.77,INR,16:56:00,Friday
2021-02-14,Health,32265.48,Credit Card,Swiggy,Chennai,Income,804f8e12-6ace-481d-a3ed-103ebae7b319,0b293f28-3771-4544-9db6-6666341311ff,321734.84,INR,13:41:10,Wednesday
2021-07-03,Health,16533.02,Cash,Swiggy,Bengaluru,Expense,98c74b78-d7e2-48ac-aee5-d9c5c762c25a,ece0be98-3d89-4f29-86c7-5a52df32b402,151708.54,INR,08:28:47,Friday
2021-11-06,Dining,18350.66,UPI,Reliance Fresh,Bengaluru,Income,80fc5f94-8aa2-4bbb-a58b-a9c3b6dccc3f,3a3d2601-e0be-4eb5-aef0-d0fdeacffe65,484950.55,INR,02:34:46,Friday
2020-05-06,Education,42351.91,Credit Card,Zomato,Pune,Income,dfa3e6ee-3e4e-4fdc-9a2b-65db8ee9b5f1,3c8fa4cb-3d99-434f-a89f-9d1273b5fcc9,165028.98,INR,23:02:46,Friday
2020-06-25,Entertainment,15155.93,UPI,Uber,Kolkata,Income,657a7375-25b1-41bc-9ccd-e0212cf6a67a,73df5aa0-9e10-44d8-ab41-8966ae3ef9bb,16276.58,INR,14:52:32,Wednesday
2021-12-31,Health,24249.23,Cash,Amazon,Kolkata,Income,47600728-256a-4309-b11d-fc4e3c8c4319,3824b46c-f0d7-4135-81db-2ca0d2c7b3e8,446752.98,INR,01:46:47,Tuesday
2021-02-24,Transportation,25032.85,UPI,Uber,Mumbai,Income,7cd5eadd-cc7b-4ab2-b6a6-0205d3df2834,b06ce42a-0267-4765-88ba-7e0a0b2abce3,393392.54,INR,05:23:34,Thursday
2020-10-01,Utilities,11779.43,UPI,Flipkart,Hyderabad,Expense,73e68f92-b106-4d3b-8e78-6c01b7836d03,c0f91d74-006d-4b88-b9fb-78987e1e16ed,50745.33,INR,13:46:18,Tuesday
2020-05-21,Shopping,28598.48,Credit Card,Amazon,Delhi,Expense,3560c427-e87d-4121-a1e7-dc49a0dafc85,65ce611b-c140-4c20-adb1-d087adc727f8,280966.56,INR,00:40:16,Tuesday
2023-04-14,Utilities,43732.55,Cash,BookMyShow,Ahmedabad,Income,49a72901-341a-460c-bd14-5c689370dea5,a1a06ae0-c955-4f96-b849-0f1198e2e586,269791.47,INR,19:26:23,Tuesday
2022-07-31,Transportation,47418.97,Cash,Zomato,Mumbai,Income,86766d01-bc53-4dc5-8237-ce052513df67,6810eb4a-590e-4ba8-868d-5d70b007a712,182843.4,INR,19:41:31,Wednesday
2023-01-22,Dining,25846.75,UPI,Amazon,Chennai,Expense,a27a83ca-c8d9-46ba-b671-49860da6af83,5cdecb7d-cbee-481a-b1a4-6fe8c4543c0c,419126.07,INR,16:11:06,Tuesday
2021-12-26,Education,49559.9,UPI,Flipkart,Bengaluru,Expense,c6e8d7ff-b285-4b91-96b7-163bb5eb9f91,2a92467a-a81b-4bf0-8e55-331772603048,450183.55,INR,17:46:42,Wednesday
2022-08-31,Dining,14634.32,Debit Card,Uber,Chennai,Income,1994ef0d-7189-46b2-8ee0-45b604847091,7f394b39-151d-449f-9936-fdd1e2af7b68,171618.6,INR,13:31:17,Saturday
2022-12-19,Transportation,38549.33,Net Banking,Amazon,Mumbai,Expense,5341c3ae-f5c5-4ddd-90cf-72d27ce2587c,ab4d1206-332a-4d59-9f5f-cccb74b269b3,403172.11,INR,09:40:22,Tuesday
2020-05-31,Groceries,27484.96,Debit Card,Reliance Fresh,Pune,Income,aee15b38-a124-48f6-92d4-1188fcb6f0ff,ee1b65ae-7667-4be7-a2d8-b26f51c96176,423874.41,INR,20:51:52,Sunday
2022-08-26,Groceries,24845.52,UPI,Amazon,Delhi,Income,ac6b3d69-8123-4633-8259-2d2e8a1385ab,1c35718a-cfa6-4441-be9b-fcf9bce1bd9f,396150.5,INR,23:21:25,Sunday
2020-03-24,Entertainment,19674.02,UPI,Big Bazaar,Ahmedabad,Expense,9a3bf725-40c0-41c2-ad26-f174fca1c1a1,8fb5c0ac-4c6e-4f2a-a694-38cde32251ee,355275.2,INR,23:04:21,Thursday
2020-12-18,Transportation,12163.58,Debit Card,BookMyShow,Kolkata,Expense,34855d0c-1c47-4b36-9c26-efbfa04b5740,2e39693c-3070-47f8-a9f6-0fbb410b6307,158815.94,INR,16:19:57,Friday
2023-08-30,Dining,45388.64,Credit Card,Uber,Bengaluru,Expense,f538633e-e77b-4206-aa08-24ff3dc4aecc,a367f5d2-06ec-4003-bba3-9354a3c33216,77716.61,INR,23:18:05,Friday
2021-06-26,Transportation,49936.25,Credit Card,BookMyShow,Kolkata,Income,58b3df20-0c98-4d41-bf01-5d2d2e0a6c48,41949451-a43d-4fb0-b42a-718c17e719c0,374299.65,INR,07:47:47,Tuesday
2021-04-29,Groceries,40255.91,Credit Card,Flipkart,Kolkata,Income,b5a9e919-a4ec-4626-a994-d8bf7f358b3d,c7f9bc42-0849-4870-b7be-2960ae46a8e7,260171.05,INR,02:05:00,Friday
2020-03-12,Health,28925.83,UPI,Uber,Delhi,Income,9e90d92b-c90c-41e1-84b7-1f13139de890,e1b207f5-24bd-4ec6-be52-caba1011e402,150920.4,INR,08:09:16,Wednesday
2020-02-20,Transportation,41000.49,Credit Card,Zomato,Chennai,Expense,df947fad-33ee-480c-af8b-6ae795fcc1eb,7c5cd58a-9112-4d58-8133-585a5aaba6d3,143456.24,INR,03:38:41,Monday
2022-02-17,Entertainment,17114.36,Debit Card,Swiggy,Hyderabad,Income,af2b8475-b3ef-4925-842f-1e269b4c01f1,c0fb16c3-a4d0-4317-b6c8-4f67966699de,437165.66,INR,13:13:21,Monday
2022-11-08,Transportation,32041.24,UPI,Big Bazaar,Kolkata,Income,2141d7bd-fd53-4678-8d2b-c48b3664ee9a,1f054fb1-1aab-41dd-91cb-febac950004a,249532.55,INR,16:27:25,Friday
2020-04-02,Groceries,35036.48,Debit Card,Amazon,Chennai,Income,9ae99094-d304-4e52-89c1-799ac693a6a7,6fc5eab0-f76c-4507-8fa6-279d0c468822,177658.18,INR,13:33:50,Friday
2021-06-06,Utilities,19223.49,Credit Card,Reliance Fresh,Pune,Expense,694b12e1-59ab-4090-a036-7fd9a5801c60,29459418-2bf6-4b9e-af7a-e90534e5e7b6,156123.51,INR,23:55:21,Monday
2024-02-11,Utilities,495.92,Cash,Swiggy,Hyderabad,Income,f9a62f76-9737-424a-8f4f-eaa62c32d0b0,5121394a-064a-452d-bf50-3c28598651bc,490564.39,INR,15:39:22,Tuesday
2022-09-25,Shopping,1043.16,Credit Card,Amazon,Hyderabad,Income,e91505c6-8002-4484-a2cb-68f199f48e29,358bdb53-24b4-4e5d-90a7-e72b774091f3,23172.58,INR,04:31:21,Thursday
2021-05-18,Health,16825.6,Debit Card,Reliance Fresh,Ahmedabad,Income,07ef3238-ba4b-461c-bd1a-ad0b757e96ef,32e0a9cf-0adb-4a4a-b5de-114a52fadb85,432027.36,INR,05:39:20,Wednesday
2020-11-15,Health,4616.29,Cash,Flipkart,Hyderabad,Expense,f7222fe2-a7a2-4ede-b49b-89ddcbe1d5a3,b0d2b8cf-5523-4a57-9c00-4af69fc7be05,467367.47,INR,00:22:04,Saturday
2023-08-15,Groceries,3807.11,Net Banking,Swiggy,Pune,Expense,da5d05d8-09c3-42ec-98b7-a08df662d257,89d35e2d-f051-48b7-9441-29399f9ee877,414223.99,INR,20:27:33,Monday
2021-12-04,Education,42577.31,UPI,Amazon,Hyderabad,Income,a5d388a5-a636-4721-93db-614adf9578ce,c3d1e00a-1dd8-4b31-b3f3-6733e240c11c,361516.33,INR,00:45:24,Wednesday
2022-04-15,Transportation,20050.85,UPI,Big Bazaar,Bengaluru,Income,934450f8-506d-419b-b1c4-c14d6ed34f85,8e13cfa5-ad31-4f95-b40a-e877d83db81c,189873.16,INR,00:15:11,Friday
2024-07-03,Health,48174.93,Debit Card,Big Bazaar,Bengaluru,Expense,9201ebc7-64a3-49db-b48e-e7f1e8a1ed3d,5941af9b-020d-40fc-b144-6c7723fcb81a,373413.39,INR,20:23:39,Friday
2020-01-04,Groceries,9185.6,Net Banking,Big Bazaar,Kolkata,Expense,b275512c-32e6-4e0a-baf2-d3ca420e4b32,152be1e2-97a3-4563-a2a4-b5d0e6c77e39,340400.55,INR,04:26:09,Thursday
2020-04-19,Dining,40847.21,Cash,BookMyShow,Delhi,Expense,b56113ea-98fe-4bcc-ad3c-787650a062fa,c7f82195-e9a4-4e02-b657-7e091012b475,107072.31,INR,16:08:37,Tuesday
2021-04-01,Health,28944.97,Cash,Reliance Fresh,Mumbai,Income,16f671a4-1cd8-4a47-8335-563401aa15f4,03956d91-0b15-40e2-8a9c-d0914c1752ba,296402.12,INR,00:45:38,Friday
2022-05-06,Dining,36130.15,Debit Card,Flipkart,Pune,Income,c6d8b57e-1566-4483-9f5b-1f12770ac862,ace5783e-d610-4ebe-848e-a554c3d4d465,454026.95,INR,00:52:22,Tuesday
2022-12-15,Dining,36380.38,Debit Card,Big Bazaar,Ahmedabad,Expense,fcf0a399-4932-48fb-a771-d62001d0a11a,dbc64eae-cf97-4017-92fe-1c0361598e96,346237.11,INR,14:19:21,Tuesday
2020-03-12,Entertainment,35888.85,Debit Card,Zomato,Kolkata,Income,e4bfdb82-3121-48e4-95e9-6a2cbad9eb22,3abfbf24-e0e5-48fb-9e7b-7ce41207b077,478872.89,INR,07:06:34,Wednesday
2024-03-21,Shopping,27215.68,Net Banking,Big Bazaar,Delhi,Expense,35e67d82-0df6-4586-b411-e93607d4e0e0,546699ce-3ca0-49be-a14b-a99142aea637,377530.37,INR,02:28:17,Saturday
2020-10-01,Shopping,33564.02,UPI,Amazon,Mumbai,Income,d02329f0-81d6-465e-87f8-8654101dd81d,540f7e12-7811-47cc-8530-c4b6367577bd,357028.0,INR,03:53:55,Saturday
2023-09-22,Transportation,17002.04,Cash,Flipkart,Pune,Income,6a44a414-9092-45d6-83e8-e38e760a2958,2cd81c14-09de-4c34-82ba-d38ea8290b5f,78045.34,INR,19:25:39,Sunday
2020-06-19,Entertainment,14132.96,Cash,Swiggy,Mumbai,Expense,f3489ea5-a7ad-4ea5-b623-a55d220d7cdc,924388f7-16c5-4814-ac7e-8345e7b28003,337680.5,INR,14:02:48,Thursday
2022-01-21,Health,24219.94,Net Banking,Flipkart,Delhi,Expense,66d8f70e-cec0-4f49-8b59-d838dc7bd108,05f6bf1e-c2ba-4fac-8c1d-6249d1032b7f,457565.68,INR,15:35:35,Tuesday
2022-12-17,Utilities,22184.2,Cash,Big Bazaar,Ahmedabad,Expense,0820c15c-41a6-4a4e-8885-e84affb339ad,623289c2-950c-4a9a-b8b3-0374e9a309a5,12638.01,INR,23:16:04,Thursday
2022-01-27,Entertainment,41090.48,Credit Card,Flipkart,Kolkata,Expense,2fe417a8-0e6d-40b5-822f-78e607b14f95,155bd2db-1470-4762-8d8e-33218763a648,402794.27,INR,18:35:52,Tuesday
2020-11-18,Shopping,22527.29,Net Banking,Uber,Hyderabad,Income,48573263-313b-4cd5-a5c1-f867dd0254ea,42e9a222-f380-49e0-bd51-68098523c613,238547.67,INR,04:40:09,Tuesday
2022-07-27,Health,17008.9,Debit Card,Uber,Bengaluru,Income,96a1ddad-bb5b-4ce7-814f-47be259e075e,e9c128e5-f139-4239-afb7-49006f8da136,460976.12,INR,20:51:37,Sunday
2022-12-05,Health,43451.76,Credit Card,Swiggy,Kolkata,Expense,8949ffaf-68fd-43e3-9c5d-7344cefb17ed,32a5bed5-e058-4d10-9203-684bc6ec67d1,192855.33,INR,15:00:18,Wednesday
2022-11-30,Education,30135.02,Cash,Reliance Fresh,Bengaluru,Income,618384df-a09c-4c87-9672-b18ad95fd1a2,362a6967-8a19-4bf5-8f98-d6237f5fc4f8,4520.95,INR,08:22:39,Tuesday
2020-08-08,Health,10691.92,Net Banking,Amazon,Delhi,Expense,85f4b842-c91b-41a5-82bd-6787e2b10366,c80d06a1-ece4-44cc-ab80-1527f09a9592,432637.54,INR,12:56:28,Saturday
2022-01-25,Education,10890.03,Debit Card,Reliance Fresh,Delhi,Income,467b2700-dd23-4c49-9dc0-4652efea65ac,d34b7cc5-654a-4c43-914a-099aea62b503,169848.54,INR,19:44:50,Tuesday
2022-01-09,Dining,44390.14,Credit Card,Swiggy,Mumbai,Expense,d48dcf31-26cf-494d-9eb3-8b4125c4aa63,d509dba9-f821-44c1-a580-fd10799e996e,281141.93,INR,05:14:32,Wednesday
2024-06-29,Health,4951.72,Debit Card,Big Bazaar,Hyderabad,Income,d98c109a-e71a-49a3-aab3-e675a7c5299c,24ca97dd-87bd-4aae-ab67-868e199847f8,141894.34,INR,06:37:31,Thursday
2020-08-05,Groceries,38643.2,Debit Card,Reliance Fresh,Mumbai,Expense,9445319d-bfe2-4f73-bcf5-8fa026af9999,7c3d5c1f-9ea1-48b4-8cb6-3d5463b1b03b,283384.24,INR,21:08:12,Sunday
2021-10-18,Education,28913.07,Net Banking,Reliance Fresh,Chennai,Income,1347b8a6-6ebb-47c5-a221-f142deeb4f7a,eff5e934-8bd8-4357-8d3c-31bcfe465097,480113.01,INR,10:25:33,Friday
2023-08-05,Utilities,38101.39,Cash,Reliance Fresh,Hyderabad,Income,20118f41-a1b3-4b51-921e-f4e095d840f0,eb677366-0cef-4191-b763-9d026018fbcc,247792.81,INR,14:01:20,Sunday
2020-01-12,Groceries,35105.27,UPI,Uber,Hyderabad,Income,e8ab5747-690b-4e2c-851c-a3a8c94d3005,156c01a3-fcd2-4b4e-9dd6-dad034b9107c,186486.65,INR,04:08:09,Thursday
2022-11-28,Groceries,30376.57,UPI,Zomato,Kolkata,Income,ead57311-71cf-4fe3-bfae-2307183b13d6,4ea8ed81-1670-4830-84e5-b22b4e739208,24817.59,INR,15:10:45,Monday
2022-12-02,Groceries,21360.56,Net Banking,Uber,Bengaluru,Expense,79afee21-d65c-4f2e-b902-782ff3447df9,5c252d50-bd5c-404a-b4a4-920ddb9f0906,160238.21,INR,01:26:33,Friday
2024-06-29,Education,47081.87,Credit Card,Reliance Fresh,Hyderabad,Expense,5791cf55-28d0-4643-b8fd-cb5ee439bc6e,3ec5c479-2b6c-4d66-a4f0-f58c868ab7b7,299630.52,INR,23:36:07,Sunday
2023-10-27,Utilities,3686.36,Credit Card,Big Bazaar,Delhi,Expense,76e383b9-87db-4d50-aeb7-31cc420faffc,f6ab7c3a-8b59-4274-9ec4-d4ba32e7e819,374199.48,INR,04:57:12,Saturday
2021-06-28,Education,46521.43,Debit Card,Flipkart,Mumbai,Expense,c1b5c06e-729c-4b5e-8390-f17a5844476e,0344d23f-2c4d-4bf7-a056-6a5224ede14d,463363.15,INR,07:23:21,Saturday
2021-03-05,Dining,4936.81,UPI,Zomato,Delhi,Income,45288bfc-9297-44a3-9a99-dc1ef73519b4,ebe67db7-4e4b-479d-9e0f-8f46ef1cc09d,331979.68,INR,23:07:31,Friday
2023-03-16,Health,8317.0,Cash,Swiggy,Pune,Income,d59f8677-dd67-4a36-ab7d-6cd99a340055,d7e0458f-6d51-485a-a152-3b78447f79d0,123274.39,INR,04:05:28,Tuesday
2020-09-01,Entertainment,43069.7,Credit Card,BookMyShow,Hyderabad,Expense,f48e1052-dff1-47e7-b8ed-9763d9e69ddb,66cc9bd4-c659-4638-95c7-b3d1a91ed49f,116308.48,INR,03:54:47,Sunday
2022-02-05,Groceries,30784.48,UPI,Flipkart,Pune,Expense,eddc5059-e8eb-445c-a9ed-8f7128709fc0,58276541-576b-4dc5-a35a-b2f05e2b9f16,156127.84,INR,00:39:50,Thursday
2022-06-16,Education,11143.42,Cash,Zomato,Chennai,Income,ef3314e9-fcbd-49a8-91a7-001e65445762,d2281f17-8db0-4058-81ee-472dcd8c2e96,131871.37,INR,22:40:19,Monday
2024-02-20,Groceries,9058.25,UPI,Big Bazaar,Chennai,Income,793cf033-022d-494e-9202-f39de6a7b966,8f342759-3cdf-4231-b1f7-87fa93aaaf3e,150510.3,INR,15:08:01,Tuesday
2022-04-20,Education,5397.44,Credit Card,Zomato,Delhi,Expense,55548b85-b0b1-4de7-92f4-693d8f414230,77b41fb1-eb61-4209-8ab9-b6d0e307330f,224157.34,INR,13:17:37,Thursday
2020-02-07,Dining,19238.53,Debit Card,Amazon,Hyderabad,Expense,0fb65ca9-7818-497f-99ad-5a3b20e42099,1cd8227e-ba8a-45b8-b69d-cbd443520f5a,208849.43,INR,09:21:51,Tuesday
2023-06-05,Shopping,6481.78,Net Banking,Zomato,Mumbai,Income,c4402759-7af8-45c7-afb0-f30ddd35ba5b,919334d4-587d-4604-99f9-bfeb717b314d,274179.24,INR,04:49:10,Saturday
2022-01-01,Entertainment,42286.48,UPI,Big Bazaar,Pune,Expense,766b41b0-d2e3-47b4-a434-20aa6cea3f2d,fa6998d1-d0b0-4eaa-ab3c-809115775157,304393.97,INR,12:21:47,Sunday
2023-04-23,Dining,16731.12,Net Banking,Big Bazaar,Chennai,Income,b96fcafe-ab8f-4c14-8534-6d7d8201a64d,f19f4063-6cdc-4d79-bc93-c61c88826a67,82807.71,INR,05:35:17,Friday
2023-11-10,Transportation,16727.84,Cash,Zomato,Bengaluru,Income,065b34d0-d424-4287-a688-f91b4e83bc2f,4728aaa3-3072-4a48-b115-ca3182897b6e,373201.01,INR,07:25:49,Saturday
2021-06-23,Groceries,1473.82,Debit Card,Uber,Pune,Income,89c76f37-47bf-46e7-bbc0-f7fba45a3053,d6b73e43-1f00-4e0e-b485-1218cad4c392,222397.27,INR,06:16:02,Wednesday
2021-07-12,Groceries,4965.17,Net Banking,Flipkart,Bengaluru,Income,1c05aa03-3b1e-4773-a7ad-5f692a592602,6937d181-cb0b-4651-9373-544b31aeed5b,58888.72,INR,16:05:08,Friday
2020-04-05,Education,47152.86,UPI,Zomato,Bengaluru,Expense,29ba92a4-a629-4446-bea5-cea32c1df2f4,5da22978-9771-4471-af29-5123b7ed9c75,290334.04,INR,11:32:54,Friday
2021-06-04,Education,11917.03,Credit Card,Amazon,Pune,Expense,2e600dff-6017-4286-8bf7-a086dbe42525,7534bce1-8799-4e59-a58a-3464ed6d0375,250857.3,INR,16:34:52,Tuesday
2020-07-26,Groceries,28573.85,Debit Card,Swiggy,Delhi,Income,344f6db2-2a77-44d5-a1be-1a1e55af3aad,f1ed24fc-835f-4659-8929-9f0d22170cb2,47051.85,INR,11:26:38,Friday
2023-08-08,Transportation,3594.27,Net Banking,Big Bazaar,Ahmedabad,Income,9886157f-4b91-4005-9900-32f36b1b8f34,ebe2c693-32da-4e73-a9d5-19bf333e4962,466231.59,INR,12:51:19,Friday
2021-10-27,Dining,20193.92,Credit Card,Big Bazaar,Delhi,Income,0dd7e738-54db-4e75-bdbf-26cc290a8f0c,31437ce0-73f5-4a9f-9f55-b7d7d33c8174,155204.12,INR,14:24:49,Saturday
2021-01-11,Dining,15253.58,Net Banking,Big Bazaar,Chennai,Income,b1e3eb69-fcfa-4a5a-950a-e17e54c8e6ad,60e53a4b-f16c-4ad8-8e58-2fb2a3b320d5,74915.07,INR,22:03:42,Wednesday
2022-06-20,Education,22311.21,Cash,Flipkart,Pune,Expense,440c22d6-3bf2-4493-a209-4b0dd094963a,aab07348-bd31-483b-aab3-e005d18e494a,1722.97,INR,22:33:41,Tuesday
2020-08-11,Health,4467.55,Debit Card,BookMyShow,Kolkata,Income,17a305cd-52c1-4fba-87af-d7347e8ac1f7,6a626356-8bbe-48dc-96ad-50c69a2a511c,195448.57,INR,15:36:50,Wednesday
2024-02-03,Utilities,47676.78,UPI,Uber,Kolkata,Expense,bcdeeeef-26db-4530-98b9-80d526c92cb2,48721ae2-7891-4d74-bd11-b2202a5ada47,379207.83,INR,17:38:10,Tuesday
2020-03-06,Transportation,45814.93,Credit Card,Swiggy,Mumbai,Income,5437d5f2-68d6-4318-8e5d-e9779a9c8e74,a268ef96-2f64-46f1-9759-ad22c4b12a97,272116.63,INR,12:25:25,Tuesday
2023-05-24,Utilities,6828.29,Credit Card,Big Bazaar,Hyderabad,Income,34127e49-d1d9-457d-9cf9-d3be33075905,e019b5d9-bb8c-4995-bfa8-50e1ead6c350,394025.13,INR,09:43:38,Wednesday
2021-03-26,Health,20959.49,Credit Card,Uber,Bengaluru,Income,6df7c663-0a95-463f-8501-8db28714a96d,ff9b93ac-2cbe-4a94-b959-21ad9c76a43f,22520.82,INR,08:24:36,Thursday
2024-01-11,Transportation,13422.16,Cash,Amazon,Delhi,Expense,4e1d2b81-35b6-4d69-8a6f-01966e5f7322,4f5e9275-56c9-4233-a8da-adabf6f33e69,425834.48,INR,04:50:29,Thursday
2023-08-02,Utilities,34947.79,Debit Card,Reliance Fresh,Pune,Expense,32c630a2-3fe5-4f78-a096-47a471034e45,070f69c1-cc58-4642-80b6-bb223d0f02c4,387455.23,INR,15:47:26,Tuesday
2023-02-05,Dining,39566.95,Cash,Reliance Fresh,Bengaluru,Income,8ee51f24-fb84-4852-8840-0e05929acccc,c04c69f9-c26a-4df4-9922-d85718fe575a,210383.7,INR,07:49:42,Thursday
2023-11-07,Utilities,32258.26,Cash,Swiggy,Hyderabad,Income,8e2eb200-643a-49c3-9d15-0aee4b93206b,f99a8dc4-d1e0-41a0-bf7a-eb6e65a24237,238515.61,INR,11:17:06,Saturday
